*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
226,135    -64,4     -2115 00FF
226,140    -64,4     -2115 00FF
226,145    -64,4     -2115 00FF
226,150    -64,4     -2115 00FF
226,155    -64,4     -2115 00FF
226,160    -64,4     -2115 00FF
226,165    -64,4     -2115 00FF
226,170    -64,4     -2115 00FF
226,175    -64,4     -2115 00FF
226,180    -64,4     -2115 00FF
226,185    -64,4     -2115 00FF
226,190    -64,4     -2115 00FF
226,195    -64,4     -2115 00FF
226,200    -64,4     -2115 00FF
226,205    -64,4     -2115 00FF
226,210    -64,4     -2115 00FF
226,215    -64,4     -2115 00FF
226,220    -64,4     -2115 00FF
226,225    -64,4     -2115 00FF
226,230    -64,4     -2115 00FF
226,235    -64,4     -2115 00FF
226,240    -64,4     -2115 00FF
226,245    -64,4     -2115 00FF
226,250    -64,4     -2115 00FF
226,255    -64,4     -2115 00FF
226,260    -64,4     -2115 00FF
226,265    -64,4     -2115 00FF
226,270    -64,4     -2115 00FF
226,275    -64,4     -2115 00FF
226,280    -64,4     -2115 00FF
226,285    -64,4     -2115 00FF
226,290    -64,4     -2115 00FF
226,295    -64,4     -2115 00FF
226,300    -64,4     -2115 00FF
226,305    -64,4     -2115 00FF
226,310    -64,4     -2115 00FF
226,315    -64,4     -2115 00FF
226,320    -64,4     -2115 00FF
226,325    -64,4     -2115 00FF
226,330    -64,4     -2115 00FF
226,335    -64,4     -2115 00FF
226,340    -64,4     -2115 00FF
226,345    -64,4     -2115 00FF
226,350    -64,4     -2115 00FF
226,355    -64,4     -2115 00FF
226,360    -64,4     -2115 00FF
226,365    -64,4     -2115 00FF
226,370    -64,4     -2115 00FF
226,375    -64,4     -2115 00FF
226,380    -64,4     -2115 00FF
226,385    -64,4     -2115 00FF
226,390    -64,4     -2115 00FF
226,395    -64,4     -2115 00FF
226,400    -64,4     -2115 00FF
226,405    -64,4     -2115 00FF
226,410    -64,4     -2115 00FF
226,415    -64,4     -2115 00FF
226,420    -64,4     -2115 00FF
226,425    -64,4     -2115 00FF
226,430    -64,4     -2115 00FF
226,435    -64,4     -2115 00FF
226,440    -64,4     -2115 00FF
226,445    -64,4     -2115 00FF
226,450    -64,4     -2115 00FF
226,455    -64,4     -2115 00FF
226,460    -64,4     -2115 00FF
226,465    -64,4     -2115 00FF
226,470    -64,4     -2115 00FF
226,475    -64,4     -2115 00FF
226,480    -64,4     -2115 00FF
226,485    -64,4     -2115 00FF
226,490    -64,4     -2115 00FF
226,495    -64,4     -2115 00FF
226,500    -64,4     -2115 00FF
226,505    -64,4     -2115 00FF
226,510    -64,4     -2115 00FF
226,515    -64,4     -2115 00FF
226,520    -64,4     -2115 00FF
226,525    -64,4     -2115 00FF
226,530    -64,4     -2115 00FF
226,535    -64,4     -2115 00FF
226,540    -64,4     -2115 00FF
226,545    -64,4     -2115 00FF
226,550    -64,4     -2115 00FF
226,555    -64,4     -2115 00FF
226,560    -64,4     -2115 00FF
226,565    -64,4     -2115 00FF
226,570    -64,4     -2115 00FF
226,575    -64,4     -2115 00FF
226,580    -64,4     -2115 00FF
226,585    -64,4     -2115 00FF
226,590    -64,4     -2115 00FF
226,595    -64,4     -2115 00FF
226,600    -64,4     -2115 00FF
226,605    -64,4     -2115 00FF
226,610    -64,4     -2115 00FF
226,615    -64,4     -2115 00FF
226,620    -64,4     -2115 00FF
226,625    -64,4     -2115 00FF
226,630    -64,4     -2115 00FF
226,635    -64,4     -2115 00FF
226,640    -64,4     -2115 00FF
226,645    -64,4     -2115 00FF
226,650    -64,4     -2115 00FF
226,655    -64,4     -2115 00FF
226,660    -64,4     -2115 00FF
226,665    -64,4     -2115 00FF
226,670    -64,4     -2115 00FF
226,675    -64,4     -2115 00FF
226,680    -64,4     -2115 00FF
226,685    -64,4     -2115 00FF
226,690    -64,4     -2115 00FF
226,695    -64,4     -2115 00FF
226,700    -64,4     -2115 00FF
226,705    -64,4     -2115 00FF
226,710    -64,4     -2115 00FF
226,715    -64,4     -2115 00FF
226,720    -64,4     -2115 00FF
226,725    -64,4     -2115 00FF
226,730    -64,4     -2115 00FF
226,735    -64,4     -2115 00FF
226,740    -64,4     -2115 00FF
226,745    -64,4     -2115 00FF
226,750    -64,4     -2115 00FF
226,755    -64,4     -2115 00FF
226,760    -64,4     -2115 00FF
226,765    -64,4     -2115 00FF
226,770    -64,4     -2115 00FF
226,775    -64,4     -2115 00FF
226,780    -64,4     -2115 00FF
226,785    -64,4     -2115 00FF
226,790    -64,4     -2115 00FF
226,795    -64,4     -2115 00FF
226,800    -64,4     -2115 00FF
226,805    -64,4     -2115 00FF
226,810    -64,4     -2115 00FF
226,815    -64,4     -2115 00FF
226,820    -64,4     -2115 00FF
226,825    -64,4     -2115 00FF
226,830    -64,4     -2115 00FF
226,835    -64,4     -2115 00FF
226,840    -64,4     -2115 00FF
226,845    -64,4     -2115 00FF
226,850    -64,4     -2115 00FF
226,855    -64,4     -2115 00FF
226,860    -64,4     -2115 00FF
226,865    -64,4     -2115 00FF
226,870    -64,4     -2115 00FF
226,875    -64,4     -2115 00FF
226,880    -64,4     -2115 00FF
226,885    -64,4     -2115 00FF
226,890    -64,4     -2115 00FF
226,895    -64,4     -2115 00FF
226,900    -64,4     -2115 00FF
226,905    -64,4     -2115 00FF
226,910    -64,4     -2115 00FF
226,915    -64,4     -2115 00FF
226,920    -64,4     -2115 00FF
226,925    -64,4     -2115 00FF
226,930    -64,4     -2115 00FF
226,935    -64,4     -2115 00FF
226,940    -64,4     -2115 00FF
226,945    -64,4     -2115 00FF
226,950    -64,4     -2115 00FF
226,955    -64,4     -2115 00FF
226,960    -64,4     -2115 00FF
226,965    -64,4     -2115 00FF
226,970    -64,4     -2115 00FF
226,975    -64,4     -2115 00FF
226,980    -64,4     -2115 00FF
226,985    -64,4     -2115 00FF
226,990    -64,4     -2115 00FF
226,995    -64,4     -2115 00FF
227,000    -64,4     -2115 00FF
227,005    -64,4     -2115 00FF
227,010    -64,4     -2115 00FF
227,015    -64,4     -2115 00FF
227,020    -64,4     -2115 00FF
227,025    -64,4     -2115 00FF
227,030    -64,4     -2115 00FF
227,035    -64,4     -2115 00FF
227,040    -64,4     -2115 00FF
227,045    -64,4     -2115 00FF
227,050    -64,4     -2115 00FF
227,055    -64,4     -2115 00FF
227,060    -64,4     -2115 00FF
227,065    -64,4     -2115 00FF
227,070    -64,4     -2115 00FF
227,075    -64,4     -2115 00FF
227,080    -64,4     -2115 00FF
227,085    -64,4     -2115 00FF
227,090    -64,4     -2115 00FF
227,095    -64,4     -2115 00FF
227,100    -64,4     -2115 00FF
227,105    -64,4     -2115 00FF
227,110    -64,4     -2115 00FF
227,115    -64,4     -2115 00FF
227,120    -64,4     -2115 00FF
227,125    -64,4     -2115 00FF
227,130    -64,4     -2115 00FF
227,135    -64,4     -2115 00FF
227,140    -64,4     -2115 00FF
227,145    -64,4     -2115 00FF
227,150    -64,4     -2115 00FF
227,155    -64,4     -2115 00FF
227,160    -64,4     -2115 00FF
227,165    -64,4     -2115 00FF
227,170    -64,4     -2115 00FF
227,175    -64,4     -2115 00FF
227,180    -64,4     -2115 00FF
227,185    -64,4     -2115 00FF
227,190    -64,4     -2115 00FF
227,195    -64,4     -2115 00FF
227,200    -64,4     -2115 00FF
227,205    -64,4     -2115 00FF
227,210    -64,4     -2115 00FF
227,215    -64,4     -2115 00FF
227,220    -64,4     -2115 00FF
227,225    -64,4     -2115 00FF
227,230    -64,4     -2115 00FF
227,235    -64,4     -2115 00FF
227,240    -64,4     -2115 00FF
227,245    -64,4     -2115 00FF
227,250    -64,4     -2115 00FF
227,255    -64,4     -2115 00FF
227,260    -64,4     -2115 00FF
227,265    -64,4     -2115 00FF
227,270    -64,4     -2115 00FF
227,275    -64,4     -2115 00FF
227,280    -64,4     -2115 00FF
227,285    -64,4     -2115 00FF
227,290    -64,4     -2115 00FF
227,295    -64,4     -2115 00FF
227,300    -64,4     -2115 00FF
227,305    -64,4     -2115 00FF
227,310    -64,4     -2115 00FF
227,315    -64,4     -2115 00FF
227,320    -64,4     -2115 00FF
227,325    -64,4     -2115 00FF
227,330    -64,4     -2115 00FF
227,335    -64,4     -2115 00FF
227,340    -64,4     -2115 00FF
227,345    -64,4     -2115 00FF
227,350    -64,4     -2115 00FF
227,355    -64,4     -2115 00FF
227,360    -64,4     -2115 00FF
227,365    -64,4     -2115 00FF
227,370    -64,4     -2115 00FF
227,375    -64,0     28742 00E4
227,380    -59,0      4330 00C2
227,385     56,2     44014 008B
227,390    -50,5     14767 002F
227,395    -59,1       630 006F
227,400    -59,1     14727 00F0
227,405     58,9      5982 00EE
227,410     49,6     29729 007E
227,415    -64,2     -2044 0002
227,420     46,2     10556 0055
227,425      7,2      -633 00AC
227,430    -20,5     17046 0090
227,435    -41,5     14767 00F0
227,440    -50,8     -1150 00E5
227,445      6,0       246 0083
227,450    -50,8     -1126 00E5
227,455    -56,7       993 00E7
227,460     42,0     44251 0040
227,465    -59,9     44014 00DD
227,470    -50,8     31675 00F5
227,475     -0,2     27355 00F5
227,480     -0,7     42532 0022
227,485     -7,1     29198 0009
227,490     65,2     15658 00E4
227,495      6,5     44489 0006
227,500    -25,0     43319 0020
227,505     65,6     13135 00D2
227,510     65,8     35136 0054
227,515     59,3     10556 0034
227,520     33,8     -2044 0006
227,525     61,0     31531 00B4
227,530     53,7     21244 0024
227,535     16,8       502 0060
227,540     66,0     15331 0074
227,545    -50,8     15494 0005
227,550      7,9     40928 0090
227,555     10,0       605 00F0
227,560     66,5     41986 00EF
227,565     66,0     10244 002F
227,570     48,4     43205 0009
227,575      1,2       553 0009
227,580    -59,0     10626 002D
227,585     57,8      3338 00F5
227,590      8,6     14887 0074
227,595    -50,8     18231 007F
227,600     50,6     44731 0080
227,605    -59,3     15048 0003
227,610    -32,7      4330 00C2
227,615     64,1     41451 0008
227,620    -32,7     37457 006D
227,625    -64,2     39326 0009
227,630     64,3     44974 0000
227,635    -24,7     14767 0073
227,640     49,3     31317 00C2
227,645    -42,8     42203 0000
227,650     10,6     31460 00B4
227,655     61,9     21244 0075
227,660    -56,3     32629 000D
227,665    -34,3      7978 0071
227,670    -59,0     15494 00D2
227,675     64,2       967 0072
227,680    -17,3     15048 0072
227,685      0,9     31460 00B4
227,690     53,7      -509 0004
227,695    -33,1      2538 0002
227,700     65,8      2538 0080
227,705    -34,1     43780 00BE
227,710    -40,9     12908 00D2
227,715    -42,7      5412 0007
227,720      1,0     13135 0012
227,725     66,8     32854 0007
227,730      7,4      5831 0000
227,735     33,8     37457 005E
227,740    -64,0     44731 0002
227,745     66,7      2538 00D2
227,750     62,7     10244 0000
227,755     18,3     37457 005E
227,760    -61,5     44852 00F9
227,765     28,9     15494 0079
227,770      5,2     43433 00FF
227,775     50,6     27478 0071
227,780     17,7      6562 00BF
227,785     67,0     33081 0000
227,790     -6,2     14608 0000
227,795     57,8      2402 0005
227,800     59,5     15617 00F1
227,805    -33,1      -158 00E0
227,810    -53,6       967 00C0
227,815    -48,5     37457 00F0
227,820    -40,3     -1539 00E0
227,825    -61,8       967 0012
227,830     65,2     -2067 00A5
227,835    -54,1       967 00C0
227,840    -48,5      4474 0012
227,845     66,8      2675 0024
227,850     66,1      2675 0034
227,855     66,7      2675 00FB
227,860    -50,8     18097 00D5
227,865      8,1     12908 007B
227,870    -64,2     43897 00EC
227,875    -40,9     12908 0079
227,880     58,6     43897 0008
227,885    -32,7      4330 0080
227,890     62,5      2186 000A
227,895      1,2     14057 00C2
227,900    -42,8     -1636 00FE
227,905    -64,0     44852 00FC
227,910      3,8     32854 0013
227,915     57,8     18455 007B
227,920     58,8     44014 0012
227,925     66,9     -1948 0000
227,930     18,3     13746 00EC
227,935     40,6      2159 00D5
227,940     25,9      4130 0030
227,945     66,0      8530 00E4
227,950    -14,6       630 0003
227,955     65,2     -1924 009C
227,960    -62,9      3227 00C2
227,965     65,1     15494 00CF
227,970    -39,2      3116 0024
227,975    -60,8     15372 0080
227,980     54,8      -484 00FF
227,985    -55,3     -2020 0033
227,990    -63,4     27478 00EB
227,995     40,4      9392 0002
228,000    -62,0      1810 00EB
228,005     42,4     42312 00D0
228,010    -48,5     22771 0003
228,015    -32,0     40214 004D
228,020     26,8     14213 007B
228,025     66,9      4244 00C0
228,030    -48,1     43664 00D0
228,035    -56,7      1045 0003
228,040     64,6      4474 00C4
228,045    -24,5      4474 0012
228,050     66,8      2675 00D5
228,055    -56,7     44014 00DB
228,060     57,8      2429 0079
228,065     24,4     -1297 0001
228,070     28,9     44370 0042
228,075     66,1     21443 0003
228,080     32,1     43433 0001
228,085     18,1     44014 0055
228,090     66,1     23298 00ED
228,095     31,6      -309 0003
228,100    -12,8     44370 002D
228,105     66,4     28937 0075
228,110     44,9     20077 0001
228,115      7,9     43319 002A
228,120     67,0     44370 003F
228,125     34,7     44852 000A
228,130    -16,6     32854 0014
228,135     42,4     40722 0010
228,140     66,0     42866 0008
228,145     66,5      8139 0020
228,150     62,9     21244 0004
228,155     50,6     17089 0004
228,160    -26,1     44852 0032
228,165    -32,0     13135 0030
228,170     64,5     13135 00A2
228,175     64,9     41241 0007
228,180     25,9     37457 0047
228,185    -32,7      4330 00C2
228,190     63,3     28293 000F
228,195     42,4     43205 00C0
228,200    -48,1     44731 0030
228,205     63,4      2675 00F9
228,210    -40,3      5831 00CE
228,215     42,4     35634 0030
228,220    -28,0     39717 0000
228,225    -15,8     19699 0006
228,230     63,3     14135 0003
228,235    -28,0     43548 0000
228,240    -15,7     43091 007F
228,245     43,9     44731 007F
228,250     50,6     40214 007F
228,255     44,9     41032 0022
228,260     -8,0     12871 0028
228,265     10,4     16114 0029
228,270     67,0     21194 0049
228,275     21,4     43548 0000
228,280     18,7     43205 00C2
228,285     65,4     15331 00D5
228,290     64,6     43897 0072
228,295    -59,4     44489 0012
228,300     66,9     31675 00B4
228,305     64,5     24605 00E4
228,310     -7,0     13059 0012
228,315     66,8     14847 0012
228,320     66,8      2538 0075
228,325      9,0     44014 00F7
228,330    -29,1     41986 0082
228,335     -4,1      1045 0050
228,340     65,6     32111 00FE
228,345     65,6     32111 0082
228,350     -4,1       579 0022
228,355    -29,1     39423 0082
228,360     45,6     12572 0083
228,365     36,8     12423 0022
228,370     25,9       119 0082
228,375    -60,8     32111 00FE
228,380     63,6     31246 00F8
228,385    -49,1       476 0029
228,390    -59,1       476 003A
228,395    -59,1       579 0022
228,400    -60,7     44489 00E5
228,405      0,2     -1126 00E5
228,410     -0,3     -1126 00E8
228,415    -56,3     21244 00E9
228,420     47,8      3563 0022
228,425    -29,5     42312 0025
228,430     -0,2      -782 00EF
228,435    -60,7      -633 00FF
228,440    -55,2      -658 00A4
228,445     43,0      -233 00F0
228,450    -17,3     -1948 00BC
228,455     67,0      4794 0029
228,460    -56,1      -633 00FF
228,465    -22,3     32038 00CC
228,470    -60,6      -583 00EF
228,475     42,5      -384 00FE
228,480    -54,3     -1828 009D
228,485    -54,5     24605 00FC
228,490    -55,5     -1948 00D5
228,495    -56,7       553 00FD
228,500     49,2     -1443 00F0
228,505    -55,5     32629 001C
228,510    -63,8      -608 00F0
228,515     62,5     28484 00ED
228,520     40,4     24605 0098
228,525     25,9      2132 00F2
228,530     49,2      9459 000F
228,535    -42,8        18 00C2
228,540    -42,8     28229 0009
228,545    -24,8       553 009D
228,550    -63,4      8925 00EE
228,555     42,0     36227 00D5
228,560    -50,5      8530 00E4
228,565    -14,6     37457 0036
228,570    -33,6      8792 00E4
228,575    -13,5     12983 0012
228,580     65,0     28229 0007
228,585    -33,6      8530 00E4
228,590    -14,6     32038 00F0
228,595    -60,7      1045 00F0
228,600    -34,6     -1443 0082
228,605     56,0     15494 0015
228,610     -0,7     26270 0022
228,615    -17,1       967 00F0
228,620     47,6      -658 0082
228,625     56,0     15494 0015
228,630     -0,7      3647 00F0
228,635    -52,2       170 00F0
228,640    -17,6     11261 00A4
228,645     44,0        68 00F0
228,650    -17,3     -1804 00F0
228,655    -55,0     29264 00EA
228,660     -6,3      7882 00A8
228,665    -56,6      -633 002D
228,670    -37,8     31175 00FD
228,675    -53,0      -633 002C
228,680    -38,3      -658 00EB
228,685     -6,3      7882 00A9
228,690    -56,7     10696 00A4
228,695    -39,7      -583 00CD
228,700     37,4       630 00FC
228,705    -53,5     29002 0035
228,710    -56,7       630 00FC
228,715     49,4      -583 0075
228,720      0,2      -484 00FF
228,725    -55,3     -2020 0033
228,730    -38,7     27478 00C5
228,735      0,2      3930 009B
228,740    -55,0      -233 00E5
228,745     -0,0     24605 00F5
228,750     -0,2      9057 00ED
228,755    -12,5      -233 00FC
228,760     58,9      -658 00E4
228,765    -39,2       553 00FA
228,770    -50,5     -1515 0082
228,775     49,3     44610 00B9
228,780     66,9      5264 002D
228,785    -54,5      -633 00CF
228,790    -39,2     -1828 00F0
228,795    -37,7     14213 00EF
228,800     42,5      -384 00FE
228,805    -54,8     -1924 0033
228,810    -62,9     27478 0010
228,815    -43,5      9392 0004
228,820    -54,0     -1660 00D8
228,825    -51,0     -1539 0022
228,830      5,4      -484 00FF
228,835    -55,3     -2020 0033
228,840    -63,4     27478 00C9
228,845     40,4     37912 0005
228,850    -13,0      9258 0007
228,855    -54,5     -1828 009A
228,860    -60,9      1810 00E4
228,865    -36,7       553 00FB
228,870     49,4      -583 00EF
228,875     42,5      -384 00FE
228,880    -54,8     -1924 0033
228,885    -38,2     27478 0010
228,890    -43,5      9057 009A
228,895    -52,5     24605 00ED
228,900    -13,0      -233 00FC
228,905    -52,5     -1370 00D5
228,910    -56,7       553 00FB
228,915    -50,5     -1636 00C8
228,920    -60,9      -133 00F5
228,925    -56,7      8726 00F0
228,930    -53,0     23999 00EC
228,935     15,4      3619 0080
228,940    -11,2      -583 00EB
228,945    -15,1      -658 009E
228,950     32,7        68 0042
228,955    -56,7      8991 00F0
228,960     49,2     18231 00EC
228,965    -33,2     -1828 0013
228,970    -63,4     36835 00EF
228,975     56,9      1810 0022
228,980    -54,6      8010 00F0
228,985    -17,1      -633 00EF
228,990    -56,3      7404 0085
228,995     -0,7      2702 00D0
229,000      0,2     42094 0012
229,005     63,8     37457 0067
229,010     57,8     16874 0073
229,015    -50,4      8010 0083
229,020    -34,6      3930 00C8
229,025    -34,5      3563 00A3
229,030    -34,5      3902 00C5
229,035     -0,7      3930 00C8
229,040     49,3     31246 00F5
229,045     -0,2      -583 0083
229,050    -59,1     32111 0083
229,055     -3,6       605 00BB
229,060     66,5     11584 008A
229,065     -0,7     32185 0002
229,070    -59,9      5057 0001
229,075    -57,9      4130 009F
229,080    -64,4      8661 00E4
229,085    -14,0       579 00FC
